"comparison_name","model_selection_mode","search_stage","filtered_rank_index","cutoff_feature_id","original_rank_index","objective_score","valid_split","improvement_vs_null","regime_plausible","lead_iod_mean","rem_iod_mean","lead_cv2_mean","rem_cv2_mean","lead_slope","rem_slope"
"RT2_ZT8","bic","coarse",4120,"411455",4120,57761.3050573487,FALSE,57761.3050573487,FALSE,2.59996309550774,1.87301669782643,0.862358659323193,-0.344128778219369,1.17939012575775,-1.15615877734231
"RT2_ZT8","bic","coarse",4119,"215685",4119,57761.2420434072,FALSE,57761.2420434072,FALSE,2.60004468834001,1.87303095518633,0.862434654089312,-0.344096187849283,1.17937359783284,-1.15616726331705
"RT2_ZT8","bic","coarse",4118,"479966",4118,57760.9731144836,FALSE,57760.9731144836,FALSE,2.60012677575759,1.87304514316953,0.862507437573058,-0.344063111964549,1.17934756089513,-1.156175886803
"RT2_ZT8","bic","coarse",4121,"417921",4121,57760.5086174285,FALSE,57760.5086174285,FALSE,2.59987871290708,1.87300286476546,0.86227467850227,-0.344160164878053,1.17939145370075,-1.15615086828058
"RT2_ZT8","bic","coarse",4117,"482507",4117,57760.4341424295,FALSE,57760.4341424295,FALSE,2.60020818547989,1.87305943787012,0.862577131439639,-0.344029569239202,1.17931641294677,-1.1561847145603
"RT2_ZT8","bic","coarse",4116,"332320",4116,57759.6164780005,FALSE,57759.6164780005,FALSE,2.60028875180607,1.87307386407732,0.862643599462437,-0.343995539611993,1.1792809734469,-1.15619376622596
"RT2_ZT8","bic","coarse",4122,"558358",4122,57758.9092511028,FALSE,57758.9092511028,FALSE,2.59978993769003,1.87298969737879,0.862185171023403,-0.344190716644268,1.17938886693228,-1.15614348723485
"RT2_ZT8","bic","coarse",4115,"435414",4115,57758.138491741,FALSE,57758.138491741,FALSE,2.60036677850523,1.87308867625211,0.862702138900968,-0.343960317709315,1.17923882143356,-1.15620340621597
"RT2_ZT8","bic","coarse",4123,"415203",4123,57757.2146732218,FALSE,57757.2146732218,FALSE,2.59970108163378,1.87297654766807,0.86209476859155,-0.344221129495355,1.17938333812662,-1.15613615714103
"RT2_ZT8","bic","coarse",4114,"427906",4114,57756.4367018238,FALSE,57756.4367018238,FALSE,2.60044475378893,1.87310350075193,0.862756316694698,-0.34392443970008,1.17919216821362,-1.15621327517102
"RT2_ZT8","bic","coarse",4124,"385044",4124,57755.2612608771,FALSE,57755.2612608771,FALSE,2.59961206426179,1.87296342775228,0.862001872381046,-0.344251162765183,1.17936901768209,-1.15612895887465
"RT2_ZT8","bic","coarse",4113,"551167",4113,57754.330514996,FALSE,57754.330514996,FALSE,2.6005209320387,1.87311859940303,0.862804479478049,-0.343887658137465,1.17914471680533,-1.15622359445448
"RT2_ZT8","bic","coarse",4125,"270086",4125,57753.2014179632,FALSE,57753.2014179632,FALSE,2.5995232754521,1.87295027897646,0.861907817360157,-0.344281017049322,1.17934927317513,-1.15612180782715
"RT2_ZT8","bic","coarse",4112,"143573",4112,57752.2972720402,FALSE,57752.2972720402,FALSE,2.60059862139077,1.87313347591521,0.86285139841735,-0.34385068922713,1.17909471884543,-1.15623385210389
"RT2_ZT8","bic","coarse",4126,"143",4126,57751.9929868688,FALSE,57751.9929868688,FALSE,2.59943676437622,1.87293679283017,0.861821111080553,-0.344311972928071,1.17934860459927,-1.15611417531413
"RT2_ZT8","bic","coarse",4139,"90386",4139,57751.6851573652,FALSE,57751.6851573652,FALSE,2.59832956509861,1.87275932242243,0.860881287232595,-0.344742336103301,1.1797778303528,-1.15600507394039
"RT2_ZT8","bic","coarse",4140,"364165",4140,57751.6346251378,FALSE,57751.6346251378,FALSE,2.5982354857607,1.87274705397738,0.860816637254755,-0.344776576181971,1.17984726669401,-1.155997192176
"RT2_ZT8","bic","coarse",4141,"49848",4141,57751.2137288532,FALSE,57751.2137288532,FALSE,2.59814014188859,1.8727349826651,0.8607474069404,-0.34481012163087,1.17991428130051,-1.15598959328423
"RT2_ZT8","bic","coarse",4138,"225345",4138,57750.9651472329,FALSE,57750.9651472329,FALSE,2.59841245106836,1.87277328753047,0.86094524887548,-0.344707989835777,1.17973229680267,-1.15601399380725
"RT2_ZT8","bic","coarse",4127,"314050",4127,57750.7936007456,FALSE,57750.7936007456,FALSE,2.59934919297416,1.87292347167882,0.86173533198371,-0.344343064355493,1.17935465536181,-1.15610656477873
"RT2_ZT8","bic","coarse",4142,"101950",4142,57750.5004807827,FALSE,57750.5004807827,FALSE,2.59803612690173,1.87272422860977,0.860680343765214,-0.344843992171792,1.18000309553243,-1.15598288919815
"RT2_ZT8","bic","coarse",4111,"65850",4111,57750.2406320102,FALSE,57750.2406320102,FALSE,2.6006768590344,1.87314827481367,0.86289650444282,-0.343813447816018,1.17904381166224,-1.15624415197224
"RT2_ZT8","bic","coarse",4137,"346777",4137,57749.9850570714,FALSE,57749.9850570714,FALSE,2.59849384504844,1.87278748296311,0.861006713030047,-0.344673264280743,1.17968648536753,-1.1560231517433
"RT2_ZT8","bic","coarse",4143,"358590",4143,57749.9712111683,FALSE,57749.9712111683,FALSE,2.59793307732097,1.87271333534244,0.860615565848166,-0.344878205943674,1.18009127326893,-1.1559760245405
"RT2_ZT8","bic","coarse",4128,"270094",4128,57749.593856303,FALSE,57749.593856303,FALSE,2.5992599192735,1.87291041235294,0.861650833589385,-0.344374344696461,1.17937044174012,-1.15609900733611
"RT2_ZT8","bic","coarse",4144,"489140",4144,57749.2012745083,FALSE,57749.2012745083,FALSE,2.59782759473284,1.87270281690883,0.860548699485231,-0.344912101510077,1.18018339311819,-1.15596950726515
"RT2_ZT8","bic","coarse",4136,"122052",4136,57749.0593868539,FALSE,57749.0593868539,FALSE,2.59857566113635,1.87280161957974,0.861068639921943,-0.344638606628636,1.17964041689861,-1.1560322581805
"RT2_ZT8","bic","coarse",4129,"109420",4129,57748.7197341624,FALSE,57748.7197341624,FALSE,2.5991715525806,1.87289722193397,0.861569492147924,-0.344406096798869,1.17939268814969,-1.15609125022709
"RT2_ZT8","bic","coarse",4145,"244325",4145,57748.4242593312,FALSE,57748.4242593312,FALSE,2.59772242476949,1.87269225809763,0.860481564590141,-0.344945954029733,1.18027472528837,-1.15596296298593
"RT2_ZT8","bic","coarse",4135,"277351",4135,57748.1972869797,FALSE,57748.1972869797,FALSE,2.59865826571691,1.87281564213899,0.861130727728358,-0.344603971270885,1.17959287701738,-1.15604129829851
"RT2_ZT8","bic","coarse",4110,"46522",4110,57748.1263721273,FALSE,57748.1263721273,FALSE,2.60075612705744,1.87316292391699,0.862937249052015,-0.343775552191438,1.17899268835635,-1.15625456094409
"RT2_ZT8","bic","coarse",4146,"101372",4146,57747.9186907835,FALSE,57747.9186907835,FALSE,2.59761912290337,1.87268142340252,0.860417511151561,-0.344980270590353,1.18036384353654,-1.15595613120318
"RT2_ZT8","bic","coarse",4134,"476765",4134,57747.5588064431,FALSE,57747.5588064431,FALSE,2.59874159898476,1.87282955976287,0.86119572434783,-0.344569772779129,1.17954800811186,-1.1560501494479
"RT2_ZT8","bic","coarse",4147,"575660",4147,57747.4229600402,FALSE,57747.4229600402,FALSE,2.59751443718754,1.87267080500562,0.860354694023882,-0.345014772184294,1.1804560920952,-1.15594945301964
"RT2_ZT8","bic","coarse",4130,"420370",4130,57747.3419811193,FALSE,57747.3419811193,FALSE,2.59908128453741,1.87288432355007,0.861483794911792,-0.344437188829365,1.1794080364793,-1.15608382054785
"RT2_ZT8","bic","coarse",4133,"570205",4133,57746.868840947,FALSE,57746.868840947,FALSE,2.59882435391313,1.8728435696866,0.861260620197877,-0.344535556839971,1.17950433843417,-1.15605905355889
"RT2_ZT8","bic","coarse",4148,"140083",4148,57746.8046212666,FALSE,57746.8046212666,FALSE,2.59740393202593,1.87266107491646,0.86029377230647,-0.345049558797249,1.18055887175598,-1.15594353565746
"RT2_ZT8","bic","coarse",4131,"94840",4131,57746.6381634157,FALSE,57746.6381634157,FALSE,2.59899218872775,1.87287125409887,0.861405200246061,-0.344469347586421,1.17943992083758,-1.15607600122741
"RT2_ZT8","bic","coarse",4132,"484160",4132,57746.511504317,FALSE,57746.511504317,FALSE,2.59890718144804,1.87285757367938,0.861330588277857,-0.344502103512821,1.17946986719988,-1.1560677131224
"RT2_ZT8","bic","coarse",4149,"191985",4149,57746.3471467712,FALSE,57746.3471467712,FALSE,2.59729353327268,1.87265133606563,0.860235807483145,-0.345084791489567,1.18066032744101,-1.15593757660029
"RT2_ZT8","bic","coarse",4109,"34946",4109,57746.0660582727,FALSE,57746.0660582727,FALSE,2.60083653693467,1.87317740665236,0.862976826682823,-0.343737481514455,1.17894104954068,-1.15626491244104
"RT2_ZT8","bic","coarse",4150,"446582",4150,57745.9056532438,FALSE,57745.9056532438,FALSE,2.59718347455589,1.87264155303457,0.860177962538023,-0.34512004068898,1.18076121682877,-1.15593157404645
"RT2_ZT8","bic","coarse",4151,"304969",4151,57745.4224776637,FALSE,57745.4224776637,FALSE,2.59707256723638,1.87263190596748,0.860119940221777,-0.345155261350284,1.18086354824156,-1.15592570467616
"RT2_ZT8","bic","coarse",4152,"18705",4152,57744.8188258568,FALSE,57744.8188258568,FALSE,2.59695983308247,1.87262254330389,0.860060842197415,-0.345190317233872,1.18096937303755,-1.15592012372624
"RT2_ZT8","bic","coarse",4153,"250375",4153,57744.1362435615,FALSE,57744.1362435615,FALSE,2.59684645165163,1.87261328636633,0.860000711521263,-0.345225214734379,1.18107680969581,-1.1559146557137
"RT2_ZT8","bic","coarse",4108,"18514",4108,57743.6947522847,FALSE,57743.6947522847,FALSE,2.60091463731161,1.87319224012359,0.863010856396567,-0.343698579733513,1.17889591326236,-1.15627574472069
"RT2_ZT8","bic","coarse",4154,"380219",4154,57743.3211204135,FALSE,57743.3211204135,FALSE,2.59673166499919,1.87260425023006,0.859939018316743,-0.34525987333024,1.1811873328269,-1.1559094181388
"RT2_ZT8","bic","coarse",4155,"435080",4155,57742.480550539,FALSE,57742.480550539,FALSE,2.59661638911923,1.87259529606323,0.859877167875955,-0.345294506089295,1.18129878277507,-1.15590426364974
"RT2_ZT8","bic","coarse",4156,"92913",4156,57741.6050062776,FALSE,57741.6050062776,FALSE,2.59649991928774,1.87258653090605,0.859815325504744,-0.345329138085029,1.1814122746608,-1.15589930047915
"RT2_ZT8","bic","coarse",4107,"401962",4107,57741.0820549549,FALSE,57741.0820549549,FALSE,2.6009903919029,1.87320742947316,0.863042167436148,-0.343659271205545,1.17885525783891,-1.15628694129231
"RT2_ZT8","bic","coarse",4157,"200831",4157,57740.6110561414,FALSE,57740.6110561414,FALSE,2.59637641987699,1.87257884100804,0.859754198637637,-0.345363876737074,1.18153659178978,-1.15589549184716
"RT2_ZT8","bic","coarse",4158,"305551",4158,57739.4739181918,FALSE,57739.4739181918,FALSE,2.59625268626547,1.87257119514224,0.859690694147779,-0.345398252336378,1.181663328414,-1.15589172201092
"RT2_ZT8","bic","coarse",4106,"510514",4106,57738.3433331565,FALSE,57738.3433331565,FALSE,2.60106523147025,1.87322276021908,0.863069912551227,-0.343619429438149,1.1788196389416,-1.15629839991558
"RT2_ZT8","bic","coarse",4159,"520177",4159,57738.306287961,FALSE,57738.306287961,FALSE,2.59612757394958,1.87256376722007,0.859627081174054,-0.345432609325922,1.1817924606677,-1.15588819596723
"RT2_ZT8","bic","coarse",4160,"186297",4160,57737.0829954806,FALSE,57737.0829954806,FALSE,2.59600600265358,1.87255580977083,0.859561565055244,-0.345466674958867,1.18191668076766,-1.15588408159837
"RT2_ZT8","bic","coarse",4161,"454206",4161,57735.5729576019,FALSE,57735.5729576019,FALSE,2.59588289481299,1.8725480941946,0.859492119162095,-0.34550014092455,1.18204501170862,-1.15588021794061
"RT2_ZT8","bic","coarse",4105,"422487",4105,57735.5128434951,FALSE,57735.5128434951,FALSE,2.6011391883516,1.87323822740611,0.863096208706079,-0.343579371702675,1.17878649392078,-1.15631001996365
"RT2_ZT8","bic","coarse",4162,"542285",4162,57734.0791834954,FALSE,57734.0791834954,FALSE,2.59575927913725,1.87254046426773,0.859423070822292,-0.345533664710529,1.18217430990107,-1.15587644619846
"RT2_ZT8","bic","coarse",4104,"496510",4104,57732.8232494043,FALSE,57732.8232494043,FALSE,2.60121466630065,1.8732534712799,0.863123988825824,-0.34353953699728,1.17875057729679,-1.15632141712125
"RT2_ZT8","bic","coarse",4163,"1272",4163,57732.5105408289,FALSE,57732.5105408289,FALSE,2.59563671538326,1.87253268282361,0.859352685792916,-0.345566982596549,1.18230168656924,-1.15587251209908
"RT2_ZT8","bic","coarse",4164,"380831",4164,57731.234550221,FALSE,57731.234550221,FALSE,2.59551592351379,1.87252464019709,0.859286208443921,-0.345600892278214,1.18242494859707,-1.15586830734948
"RT2_ZT8","bic","coarse",4103,"203183",4103,57730.2615800501,FALSE,57730.2615800501,FALSE,2.60129163671748,1.87326849630906,0.86315238559528,-0.343499795406352,1.17871313861687,-1.15633263315189
"RT2_ZT8","bic","coarse",4165,"507283",4165,57730.0028682093,FALSE,57730.0028682093,FALSE,2.59539581196209,1.87251650227935,0.859220234527313,-0.34563487619206,1.18254681566617,-1.15586400284742
"RT2_ZT8","bic","coarse",4166,"169853",4166,57728.6899737746,FALSE,57728.6899737746,FALSE,2.59527534991808,1.87250842589692,0.859153140265361,-0.345668687227408,1.1826696807489,-1.15585976304865
"RT2_ZT8","bic","coarse",4102,"263813",4102,57727.7434005097,FALSE,57727.7434005097,FALSE,2.60136853110455,1.87328353722349,0.863184524611609,-0.343460614233415,1.17867091485607,-1.15634369195308
"RT2_ZT8","bic","coarse",4167,"24892",4167,57727.3058479178,FALSE,57727.3058479178,FALSE,2.5951552781678,1.87250029830016,0.85908486902579,-0.345702316619457,1.18279201220507,-1.15585547126272
"RT2_ZT8","bic","coarse",4168,"74353",4168,57726.0054754519,FALSE,57726.0054754519,FALSE,2.59503515335386,1.87249218696656,0.859017920824504,-0.345736144986142,1.18291426231731,-1.15585119524696
"RT2_ZT8","bic","coarse",4101,"180211",4101,57725.2004445472,FALSE,57725.2004445472,FALSE,2.60144530317599,1.87329860093249,0.863215902890169,-0.343421319850064,1.17862965415801,-1.15635480098648
"RT2_ZT8","bic","coarse",4169,"182814",4169,57724.4742639804,FALSE,57724.4742639804,FALSE,2.59491333685872,1.87248434154364,0.858948051606346,-0.345769525921472,1.18304028434267,-1.15584719536677
"RT2_ZT8","bic","coarse",4170,"290649",4170,57722.7804574365,FALSE,57722.7804574365,FALSE,2.59479173976714,1.87247647101581,0.858875847545288,-0.345802548383207,1.18316570727439,-1.15584316914528
"RT2_ZT8","bic","coarse",4100,"518610",4100,57722.7560548791,FALSE,57722.7560548791,FALSE,2.60152277916421,1.87331356394009,0.86324983129337,-0.343382407158892,1.17858518753349,-1.15636572619262
"RT2_ZT8","bic","coarse",4171,"321467",4171,57721.3806042245,FALSE,57721.3806042245,FALSE,2.594674557933,1.87246793577338,0.858806490364928,-0.345836001937154,1.1832822596913,-1.15583847254967
"RT2_ZT8","bic","coarse",4099,"372829",4099,57720.2182312357,FALSE,57720.2182312357,FALSE,2.60159881483082,1.87332874669999,0.863285141989364,-0.343343701356247,1.17854061906021,-1.15637673108977
"RT2_ZT8","bic","coarse",4172,"308835",4172,57719.8932127624,FALSE,57719.8932127624,FALSE,2.59455843052974,1.87245924769884,0.858735524781569,-0.345869207626742,1.1833961654968,-1.15583363774686
"RT2_ZT8","bic","coarse",4173,"263648",4173,57718.4008996466,FALSE,57718.4008996466,FALSE,2.59444342694788,1.87245039607661,0.85866410309078,-0.345902340992363,1.18350743008793,-1.15582865253253
"RT2_ZT8","bic","coarse",4098,"367880",4098,57717.7515322494,FALSE,57717.7515322494,FALSE,2.60167496570616,1.87334391668763,0.863323291040071,-0.343305419754207,1.17849411683712,-1.15638759228222
"RT2_ZT8","bic","coarse",4174,"28609",4174,57716.5940963155,FALSE,57716.5940963155,FALSE,2.59432662945893,1.87244182588977,0.858589096844464,-0.345934924704788,1.18362074359323,-1.15582395563546
"RT2_ZT8","bic","coarse",4097,"139630",4097,57715.6727857851,FALSE,57715.6727857851,FALSE,2.60175346381573,1.87335874062225,0.86336831900129,-0.343268165347615,1.17844314121227,-1.15639791519087
"RT2_ZT8","bic","coarse",4175,"479925",4175,57715.0218927295,FALSE,57715.0218927295,FALSE,2.59421101528271,1.87243308304033,0.858516863962418,-0.345967928533109,1.18373305088508,-1.15581907866636
"RT2_ZT8","bic","coarse",4096,"415575",4096,57713.881240229,FALSE,57713.881240229,FALSE,2.60183375649282,1.87337330130152,0.863417454153748,-0.34323152350419,1.17839021751864,-1.15640789031286
"RT2_ZT8","bic","coarse",4176,"22547",4176,57713.0894981617,FALSE,57713.0894981617,FALSE,2.59408947380623,1.87242525276302,0.858441614224761,-0.3460004689925,1.18385756116136,-1.15581509500119
"RT2_ZT8","bic","coarse",4095,"423959",4095,57712.1320711786,FALSE,57712.1320711786,FALSE,2.60191450943028,1.87338779808261,0.863466844863663,-0.34319491888957,1.17833670040985,-1.15641781660552
"RT2_ZT8","bic","coarse",4177,"349661",4177,57711.4019555272,FALSE,57711.4019555272,FALSE,2.59396705586635,1.87241756462156,0.858369899554673,-0.34603354608086,1.18398509283022,-1.15581125693202
"RT2_ZT8","bic","coarse",4094,"433151",4094,57710.4158409373,FALSE,57710.4158409373,FALSE,2.60199558700487,1.87340225125757,0.863516518150332,-0.343158355502977,1.17828279715277,-1.15642770474301
"RT2_ZT8","bic","coarse",4178,"498280",4178,57709.9659377178,FALSE,57709.9659377178,FALSE,2.59384418666796,1.87240995378736,0.858301962255577,-0.346067197250988,1.18411320415564,-1.15580750905258
"RT2_ZT8","bic","coarse",4093,"2500",4093,57708.6737979014,FALSE,57708.6737979014,FALSE,2.60207534679498,1.87341690584431,0.863568107838347,-0.343122077004357,1.17823173160646,-1.1564376198046
"RT2_ZT8","bic","coarse",4179,"499446",4179,57708.6730410977,FALSE,57708.6730410977,FALSE,2.5937180324809,1.87240285322493,0.858237016096504,-0.346101302868269,1.18424574304975,-1.15580434489296
"RT2_ZT8","bic","coarse",4180,"58842",4180,57707.4770432053,FALSE,57707.4770432053,FALSE,2.59359520541853,1.87239525294495,0.858172884245821,-0.346135530666146,1.18437203250159,-1.15580062268562
"RT2_ZT8","bic","coarse",4092,"131544",4092,57706.6098313242,FALSE,57706.6098313242,FALSE,2.60215315393597,1.87343185634428,0.86361554556252,-0.343085178271848,1.17818207191771,-1.15644790282811
"RT2_ZT8","bic","coarse",4181,"23297",4181,57706.5168824763,FALSE,57706.5168824763,FALSE,2.59347414112618,1.87238739164469,0.858112259407042,-0.346170292336309,1.18449275873354,-1.15579662434817
"RT2_ZT8","bic","coarse",4182,"51161",4182,57705.7289795093,FALSE,57705.7289795093,FALSE,2.59335454451242,1.87237931422034,0.8580542866781,-0.346205457611218,1.18460872927962,-1.1557923931648
"RT2_ZT8","bic","coarse",4183,"419342",4183,57705.0047571003,FALSE,57705.0047571003,FALSE,2.59323541708756,1.87237117319397,0.857997380627703,-0.346240784353768,1.18472288577345,-1.1557880935192
"RT2_ZT8","bic","coarse",4091,"71664",4091,57704.8491530225,FALSE,57704.8491530225,FALSE,2.60223692968545,1.873445921669,0.863658483809709,-0.343047608022437,1.17812542998044,-1.15645783620475
"RT2_ZT8","bic","coarse",4184,"346851",4184,57704.3037413678,FALSE,57704.3037413678,FALSE,2.59311674296726,1.87236297093713,0.857940768417361,-0.346276154469925,1.18483610560498,-1.15578372633539
"RT2_ZT8","bic","coarse",4185,"73518",4185,57703.3103719735,FALSE,57703.3103719735,FALSE,2.59299631394351,1.87235504529789,0.857879465174733,-0.346310805201305,1.18495649675314,-1.15577965507978
"RT2_ZT8","bic","coarse",4090,"478859",4090,57702.9952954723,FALSE,57702.9952954723,FALSE,2.60232015808539,1.87346007364584,0.863699716988477,-0.343009783274198,1.17807032344735,-1.15646789895427
