"feature_id","gene_symbol","rank","baseMean","dispGeneEst","iod_fitted","cv2_fitted","local_window_left_rank","local_window_right_rank","local_window_n"
"523232","-",1,25.8829224250571,10,1.90159712591003,0.632886727028563,1,1861,1861
"116600","Abcc5",2,24.9849109433954,10,1.89975196497423,0.631523889573067,1,1862,1862
"322426","Uck1",3,33.0746968909361,5.2718913417952,1.89806688752449,0.630249191814046,1,1863,1863
"417259","Padi2",4,25.8722032920178,5.36766283401119,1.89449484915942,0.627248477374024,1,1864,1864
"49031","Tenm4",5,23.0975448508917,4.92339513278117,1.89135805691036,0.624363783710145,1,1865,1865
"315962","Ppard",6,22.9767236319245,4.57568167917071,1.88825886561735,0.621581458375847,1,1866,1866
"157980","Anapc4",7,48.7348912101831,2.87895771624931,1.88519643672712,0.618898395323766,1,1867,1867
"22463","Cox6a2",8,19.5553044167169,4.38849819363179,1.88216994967418,0.616311560704478,1,1868,1868
"532248","Dpp9",9,17.635794536014,4.56217177916846,1.88009379219482,0.615111368503188,1,1869,1869
"431520","Faf1",10,18.5638320878234,5.06502406665107,1.87799699512339,0.613923830416155,1,1870,1870
"80920","Rbfox3",11,44.0884012681975,2.64820759852599,1.87501615996193,0.613890409404272,1,1871,1871
"258201","Gab1",12,33.7270156386137,2.38470682145388,1.87276266091968,0.613457552768912,1,1872,1872
"157795","-",13,38.8831057897126,8.20566851901195,1.87014948559109,0.612941903513221,1,1873,1873
"391876","Serbp1",14,16.9601956185285,4.39470762661731,1.86646494844022,0.610398860923421,1,1874,1874
"132931","-",15,16.2454348085629,4.36454554003437,1.86427794261022,0.610054309882518,1,1875,1875
"494885","-",16,19.9713803784393,5.88551495028079,1.86238019307608,0.609669986779043,1,1876,1876
"350700","Spred1",17,28.4552689010081,2.31580339119426,1.86010999897867,0.608934790787217,1,1877,1877
"60409","Zfyve27",18,15.1109357454614,4.38527727511332,1.85763270347222,0.607517105987121,1,1878,1878
"482689","Shisal1",19,16.6806192926993,5.01063538145214,1.8549730036695,0.606123150123405,1,1879,1879
"331759","Meis2",20,52.8793413469821,2.16797330511095,1.85272651479787,0.604919025045991,1,1880,1880
"31707","Cacul1",21,14.7350864919568,4.09857003822428,1.85087111187319,0.604473143579838,1,1881,1881
"514194","Iqcf3",22,14.8320865195959,4.03256813255804,1.84764557955108,0.602284163723009,1,1882,1882
"63560","RGD1309748",23,14.6179979019773,4.04955100844256,1.84573221696593,0.602016057216549,1,1883,1883
"84957","LOC689641",24,11.3965885155444,10,1.84318370041106,0.600649578884084,1,1884,1884
"94429","Thra",25,35.9340153203422,2.16967915137604,1.84078741349298,0.600253078152434,1,1885,1885
"299028","Fstl5",26,13.1784712073941,3.96784163758203,1.83867926942969,0.5991656742003,1,1886,1886
"146021","LOC108352533",27,41.2366621090156,2.41015338311687,1.83623176061172,0.597824165487893,1,1887,1887
"461100","Psma3",28,12.948499103736,3.98466428284696,1.83296308035638,0.597675715846911,1,1888,1888
"578125","Emd",29,12.7597770159586,4.01091098334858,1.83032214045564,0.596931051073277,1,1889,1889
"506016","C2cd2l",30,12.834571528357,3.91210171288302,1.82762788398281,0.596643650724069,1,1890,1890
"72517","Serpinf1",31,12.9405821524847,4.34447494994848,1.82528498559569,0.596042474875844,1,1891,1891
"290144","Zfr",32,30.150836856563,2.369463385977,1.82270707132909,0.594667349694319,1,1892,1892
"188226","Mipep",33,13.0828050863801,3.91485641694046,1.82045561833893,0.593449888906505,1,1893,1893
"458539","Nrcam",34,11.9906001008597,3.88771577653052,1.81819991062532,0.592211101912582,1,1894,1894
"307935","Srsf11",35,9.16783116910993,10,1.81577732539969,0.591558775763595,1,1895,1895
"32243","-",36,12.6194388490381,3.82521337526374,1.81324449172106,0.590895585991404,1,1896,1896
"239113","-",37,18.1044963998561,4.54001632832476,1.81127009956265,0.590293038674801,1,1897,1897
"287232","Fam169a",38,43.5552485225899,2.00184675814202,1.80872512987655,0.589000526955402,1,1898,1898
"29793","Bloc1s2",39,12.1597556571468,3.75650883053129,1.80686315143947,0.587951775154849,1,1899,1899
"321025","LOC120101430",40,11.8103169951838,3.75673775975501,1.80491594527379,0.587257087894585,1,1900,1900
"315170","RT1-T24-3",41,14.2971156139557,3.98315350162379,1.80282812365377,0.586087315090708,1,1901,1901
"489282","Tmcc3",42,12.3000938240673,4.45267341276676,1.80073442899376,0.584935465414773,1,1902,1902
"438243","Noc2l",43,36.8806777679262,1.95454942919567,1.7983152716839,0.583970603445977,1,1903,1903
"507464","Fdx1",44,11.318684228825,3.69450089387946,1.79642300290965,0.583259310887172,1,1904,1904
"121320","-",45,23.0844523581243,2.25489624745896,1.79373041125581,0.582646292288757,1,1905,1905
"85374","Mgat1",46,7.91891592534674,10,1.79153342396765,0.581902165787525,1,1906,1906
"390500","Pyurf",47,11.8978339790211,3.78532667968299,1.78946800219941,0.580779815332093,1,1907,1907
"42015","Lrrc4b",48,14.2022325392169,4.04220766165061,1.78739791420824,0.579673195493157,1,1908,1908
"437966","Nadk",49,29.5016435311492,1.95091235032832,1.78528676802145,0.578579911484738,1,1909,1909
"227677","Kif5b",50,10.9502010662218,3.68461923984481,1.78305342237263,0.577716286705879,1,1910,1910
"137274","Cep350",51,11.0633455953255,3.65065784024018,1.78106015981848,0.576691186501151,1,1911,1911
"435352","Man1c1",52,13.1614658722972,5.2299559057956,1.77905584883274,0.575675666363381,1,1912,1912
"529877","Plxnb1",53,7.70926981182348,10,1.77704129665375,0.574669589826442,1,1913,1913
"135027","LOC498231",54,10.8093120389515,3.93803064314379,1.77453843696983,0.57348933132009,1,1914,1914
"94399","Thra",55,16.4931982098083,4.45418166787564,1.77257970876556,0.572519671738405,1,1915,1915
"420074","Eloc",56,10.7173289633882,3.72843878201869,1.77034852019537,0.571726018749857,1,1916,1916
"173653","Lrmda",57,11.9446229778279,3.79136763219771,1.76816495503039,0.570869010765946,1,1917,1917
"188821","-",58,11.2340672441631,4.03682217360443,1.76618928756679,0.570052344010918,1,1918,1918
"182144","Spry2",59,25.5023324676097,1.92588717388647,1.76406114199494,0.569192918017052,1,1919,1919
"93501","Tob1",60,23.8338541434381,1.9690450640497,1.76167573720798,0.568288249311507,1,1920,1920
"377610","Necap1",61,7.46542946582771,10,1.75971866426676,0.567327733072716,1,1921,1921
