"feature_id","pc1_loading","pc1_loading_abs","baseMean","dispGeneEst","gene_symbol","rank"
"523232",-0.0260046030328686,0.0260046030328686,25.8829224250571,10,"-",1
"116600",-0.025500922944925,0.025500922944925,24.9849109433954,10,"Abcc5",2
"322426",0.0250183183230553,0.0250183183230553,33.0746968909361,5.2718913417952,"Uck1",3
"417259",0.0232325303754537,0.0232325303754537,25.8722032920178,5.36766283401119,"Padi2",4
"49031",0.0231811852903232,0.0231811852903232,23.0975448508917,4.92339513278117,"Tenm4",5
"315962",0.0228477543325788,0.0228477543325788,22.9767236319245,4.57568167917071,"Ppard",6
"157980",-0.0222321337607998,0.0222321337607998,48.7348912101831,2.87895771624931,"Anapc4",7
"22463",0.0220262705892285,0.0220262705892285,19.5553044167169,4.38849819363179,"Cox6a2",8
"532248",0.0215532156764359,0.0215532156764359,17.635794536014,4.56217177916846,"Dpp9",9
"431520",0.021437170988495,0.021437170988495,18.5638320878234,5.06502406665107,"Faf1",10
"80920",-0.0213300308805877,0.0213300308805877,44.0884012681975,2.64820759852599,"Rbfox3",11
"258201",0.0212214439257418,0.0212214439257418,33.7270156386137,2.38470682145388,"Gab1",12
"157795",0.0211852875685526,0.0211852875685526,38.8831057897126,8.20566851901195,"-",13
"391876",0.0211757866020843,0.0211757866020843,16.9601956185285,4.39470762661731,"Serbp1",14
"132931",0.0211285107855276,0.0211285107855276,16.2454348085629,4.36454554003437,"-",15
"494885",0.0206873416702131,0.0206873416702131,19.9713803784393,5.88551495028079,"-",16
"350700",0.0206103180692808,0.0206103180692808,28.4552689010081,2.31580339119426,"Spred1",17
"60409",0.0205582332472524,0.0205582332472524,15.1109357454614,4.38527727511332,"Zfyve27",18
"482689",-0.0205421597315202,0.0205421597315202,16.6806192926993,5.01063538145214,"Shisal1",19
"331759",0.0205362457212848,0.0205362457212848,52.8793413469821,2.16797330511095,"Meis2",20
"31707",0.0205102350781378,0.0205102350781378,14.7350864919568,4.09857003822428,"Cacul1",21
"514194",0.0204429048974965,0.0204429048974965,14.8320865195959,4.03256813255804,"Iqcf3",22
"63560",0.0203458541535418,0.0203458541535418,14.6179979019773,4.04955100844256,"RGD1309748",23
"84957",-0.0200506892991528,0.0200506892991528,11.3965885155444,10,"LOC689641",24
"94429",0.0199870298751092,0.0199870298751092,35.9340153203422,2.16967915137604,"Thra",25
"299028",0.0198572211032278,0.0198572211032278,13.1784712073941,3.96784163758203,"Fstl5",26
"146021",-0.0198565677528154,0.0198565677528154,41.2366621090156,2.41015338311687,"LOC108352533",27
"461100",0.019733801827268,0.019733801827268,12.948499103736,3.98466428284696,"Psma3",28
"578125",0.0196863904662237,0.0196863904662237,12.7597770159586,4.01091098334858,"Emd",29
"506016",0.0195815669817629,0.0195815669817629,12.834571528357,3.91210171288302,"C2cd2l",30
"72517",0.0195611337259225,0.0195611337259225,12.9405821524847,4.34447494994848,"Serpinf1",31
"290144",-0.0194335450249512,0.0194335450249512,30.150836856563,2.369463385977,"Zfr",32
"188226",0.0194033116978313,0.0194033116978313,13.0828050863801,3.91485641694046,"Mipep",33
"458539",0.0192502723047212,0.0192502723047212,11.9906001008597,3.88771577653052,"Nrcam",34
"307935",-0.0192344289111174,0.0192344289111174,9.16783116910993,10,"Srsf11",35
"32243",0.0191893308875763,0.0191893308875763,12.6194388490381,3.82521337526374,"-",36
"239113",0.0191864536717991,0.0191864536717991,18.1044963998561,4.54001632832476,"-",37
"287232",0.0191861163345634,0.0191861163345634,43.5552485225899,2.00184675814202,"Fam169a",38
"29793",0.0191704119191183,0.0191704119191183,12.1597556571468,3.75650883053129,"Bloc1s2",39
"321025",0.0190947974247513,0.0190947974247513,11.8103169951838,3.75673775975501,"LOC120101430",40
"315170",0.0190478484529433,0.0190478484529433,14.2971156139557,3.98315350162379,"RT1-T24-3",41
"489282",0.0189796155589161,0.0189796155589161,12.3000938240673,4.45267341276676,"Tmcc3",42
"438243",0.0188663470695329,0.0188663470695329,36.8806777679262,1.95454942919567,"Noc2l",43
"507464",0.0188089284363831,0.0188089284363831,11.318684228825,3.69450089387946,"Fdx1",44
"121320",0.0187957894041373,0.0187957894041373,23.0844523581243,2.25489624745896,"-",45
"85374",-0.0187606131618239,0.0187606131618239,7.91891592534674,10,"Mgat1",46
"390500",0.0187482497232205,0.0187482497232205,11.8978339790211,3.78532667968299,"Pyurf",47
"42015",0.0186956194151114,0.0186956194151114,14.2022325392169,4.04220766165061,"Lrrc4b",48
"437966",0.0186732840673831,0.0186732840673831,29.5016435311492,1.95091235032832,"Nadk",49
"227677",0.018669798555875,0.018669798555875,10.9502010662218,3.68461923984481,"Kif5b",50
"137274",0.0186472147015619,0.0186472147015619,11.0633455953255,3.65065784024018,"Cep350",51
"435352",-0.0186368971643172,0.0186368971643172,13.1614658722972,5.2299559057956,"Man1c1",52
"529877",-0.0186202568593061,0.0186202568593061,7.70926981182348,10,"Plxnb1",53
"135027",0.0186137277925459,0.0186137277925459,10.8093120389515,3.93803064314379,"LOC498231",54
"94399",-0.0185915265879137,0.0185915265879137,16.4931982098083,4.45418166787564,"Thra",55
"420074",0.0185878309398421,0.0185878309398421,10.7173289633882,3.72843878201869,"Eloc",56
"173653",0.018531580341798,0.018531580341798,11.9446229778279,3.79136763219771,"Lrmda",57
"188821",0.0184774233315088,0.0184774233315088,11.2340672441631,4.03682217360443,"-",58
"182144",0.0184389029297431,0.0184389029297431,25.5023324676097,1.92588717388647,"Spry2",59
