"feature_id","ctrl_abs_loading","trt_abs_loading","rank_ctrl","rank_trt","mu_ctrl","mu_trt","var_ctrl","var_trt","nb1_ctrl","nb1_trt","nb2_ctrl","nb2_trt","alpha_mu_ctrl","alpha_mu_trt","gene_symbol"
"2704",0.00472821098218087,0.00593785765443691,20824,21455,7.6,10.8,42.3,64.7,7.6,10.8,34.7,53.9,4.56578947368421,4.99074074074074,"Trdn"
"2816",0.00285619342480185,0.00488791873856638,14554,16698,21.6,64.2,99.3,1419.7,21.6,64.2,77.7,1355.5,3.59722222222222,21.113707165109,"Hddc2"
"2817",0.0120686752831224,0.00297295134439293,30371,7775,2.8,8.8,10.7,22.7,2.8,8.8,7.9,13.9,2.82142857142857,1.57954545454545,"Hddc2"
"2845",0.00971828380023576,0.00720857828514472,28662,25702,4.4,8.8,24.3,72.7,4.4,8.8,19.9,63.9,4.52272727272727,7.26136363636364,"-"
"2900",0.00111405609508845,0.00427772623147113,6279,13592,42.8,120.2,266.7,4059.7,42.8,120.2,223.9,3939.5,5.23130841121495,32.7745424292845,"Echdc1"
"2935",0.00445880922720629,0.0067402866432896,20152,24346,1.4,7.8,3.8,45.2,1.4,7.8,2.4,37.4,1.71428571428571,4.7948717948718,"Kiaa0408L"
"2937",0.00142581620723974,0.000311493837043145,8002,888,0.6,25.6,1.8,458.3,0.6,25.6,1.2,432.7,2,16.90234375,"Kiaa0408L"
"2944",0.00549834703307018,0.00750011102286223,22664,26461,23.8,57.6,110.7,1592.3,23.8,57.6,86.9,1534.7,3.65126050420168,26.6440972222222,"Kiaa0408L"
"2954",0.00280765068632445,0.00620048009398508,14363,22500,2.6,3.6,12.8,24.8,2.6,3.6,10.2,21.2,3.92307692307692,5.88888888888889,"Kiaa0408L"
"3037",0.000318587008222419,0.00444757793948679,3064,14420,578,2258,6934.5,1717401.5,578,2258,6356.5,1715143.5,10.9974048442907,759.585252435784,"Rpl26-ps2"
"3038",0.0186944000679724,0.00150282375821918,31671,3074,22,54.2,413.5,753.7,22,54.2,391.5,699.5,17.7954545454545,12.9059040590406,"Rpl26-ps2"
"3039",0.00133741161967483,0.00166954390602327,7641,3466,61.6,77.8,998.3,617.7,61.6,77.8,936.7,539.9,15.2061688311688,6.93958868894602,"Lrrc14b"
"3046",0.00429081018372534,0.00948570364872759,19616,29827,3,15.4,8,126.3,3,15.4,5,110.9,1.66666666666667,7.2012987012987,"Ccdc127"
"3048",0.0016522661972512,0.00373625608930396,9251,10880,14.6,32.6,53.8,266.8,14.6,32.6,39.2,234.2,2.68493150684931,7.1840490797546,"Ccdc127"
"3082",0.00413227357497655,0.00401310490991775,19185,12174,1250.6,2001,182196.3,880434,1250.6,2001,180945.7,878433,144.68711018711,438.99700149925,"Tppp"
"3091",0.0129719040505714,0.00443915181168799,30777,14370,9,28,44,534,9,28,35,506,3.88888888888889,18.0714285714286,"Tppp"
"3130",0.00080676669583645,0.00317577226527054,5139,8541,44.4,62.4,73.8,782.3,44.4,62.4,29.4,719.9,0.662162162162162,11.536858974359,"Brd9"
"3136",0,0.00812602409139347,12,27801,0,6,0,72,0,6,0,66,NA,11,"Brd9"
"3144",0.00154332952564017,0.00769882362988084,8781,26905,13.2,9,34.2,45,13.2,9,21,36,1.59090909090909,4,"Brd9"
"3158",0.00872025541961192,0.0102004822777106,27653,30487,4.2,13,16.7,134.5,4.2,13,12.5,121.5,2.97619047619048,9.34615384615385,"Tert"
"3165",0.00166429973056816,0.00678049209621566,9456,24480,162.6,220.8,8064.3,21518.7,162.6,220.8,7901.7,21297.9,48.5959409594096,96.4578804347826,"Clptm1l"
"3174",0.006105000600504,0.00280687625792554,24003,7199,6.4,10.8,55.8,94.7,6.4,10.8,49.4,83.9,7.71875,7.76851851851852,"Slc6a3"
"3179",0.000586276208179368,0.00393439847792706,4224,11813,28.8,55.8,167.7,741.2,28.8,55.8,138.9,685.4,4.82291666666667,12.2831541218638,"Lpcat1"
"3192",0.00201305162992927,0.0052000454626788,10914,18242,297.8,136.6,6881.7,6113.3,297.8,136.6,6583.9,5976.7,22.1084620550705,43.7532942898975,"LOC120098984"
"3195",0.00120445208545193,0.00353735581545369,6978,10011,909.8,3009,104188.7,1823345,909.8,3009,103278.9,1820336,113.518245768301,604.963775340645,"Mrpl36"
"3197",0.00743402576899583,0.00161297963137081,26040,3323,18.8,36,117.2,182,18.8,36,98.4,146,5.23404255319149,4.05555555555556,"Mrpl36"
"3258",0,0.00121724265512767,13,2509,0,5,0,2.5,0,5,0,0,NA,-0.5,"-"
"3279",0.00160026829082674,0.00998095255647259,9057,30297,2,5.8,3.5,30.2,2,5.8,1.5,24.4,0.75,4.20689655172414,"-"
"3295",0.00448162926533515,0.00458100070654005,20235,15152,166,315.6,4558.5,30687.8,166,315.6,4392.5,30372.2,26.460843373494,96.2363751584284,"Med10"
"3299",0.00284001386823655,0.00660402804315567,14495,23959,2.8,3.6,6.7,32.3,2.8,3.6,3.9,28.7,1.39285714285714,7.97222222222222,"-"
"3305",0.00353970224786945,0.00707205518929696,17089,25323,115.8,252,2509.7,33121.5,115.8,252,2393.9,32869.5,20.6727115716753,130.434523809524,"Nsun2"
"3317",0.00997169601297366,0.00417912897354216,28900,13063,1.6,3.6,5.3,64.8,1.6,3.6,3.7,61.2,2.3125,17,"-"
"3330",0.000795707555563958,0.00780306367390719,5088,27147,7.2,8,33.2,37.5,7.2,8,26,29.5,3.61111111111111,3.6875,"LOC680107"
"3331",0.00343358126368943,0.000752795370017688,16684,1655,2.8,9.2,10.7,47.2,2.8,9.2,7.9,38,2.82142857142857,4.1304347826087,"LOC680107"
"3339",0.00211672736025584,0.00469032412401001,11337,15697,23.4,85.2,115.3,2119.7,23.4,85.2,91.9,2034.5,3.92735042735043,23.8791079812207,"LOC680123"
"3346",0.00377765043103711,0.00392045789647621,18176,11758,3,2.8,27,22.7,3,2.8,24,19.9,8,7.10714285714286,"Adcy2"
"3354",0.0153658739249817,0.00409678008716321,31403,12607,572.6,557.8,250539.3,98860.7,572.6,557.8,249966.7,98302.9,436.546804051694,176.233237719613,"Adcy2"
"3357",0.00366996453145725,0.00259656924374638,17500,6450,9.8,23.4,19.7,278.3,9.8,23.4,9.9,254.9,1.01020408163265,10.8931623931624,"RGD1308544"
"3369",0.00392192394472348,0.0046441554353462,18590,15486,26.6,70.4,172.3,1489.3,26.6,70.4,145.7,1418.9,5.47744360902256,20.1548295454545,"Fastkd3"
"3407",0.00130457026073359,0.00426199002623574,7384,13495,129.8,209.2,4653.7,13733.7,129.8,209.2,4523.9,13524.5,34.8528505392912,64.6486615678776,"RGD1566325"
"3426",0.00165532135486785,0.00651621733955117,9300,23675,0.8,4.2,3.2,39.2,0.8,4.2,2.4,35,3,8.33333333333333,"LOC682870"
"3428",0.00776997057740086,0.00593110606056425,26473,21431,4.2,14.8,28.2,100.7,4.2,14.8,24,85.9,5.71428571428571,5.80405405405405,"LOC102547287"
"3429",0.00213872431085961,0.00181268931949017,11414,3896,1.4,4,9.8,30,1.4,4,8.4,26,6,6.5,"LOC102547287"
"3447",0.00478677092848697,0.00917223472944687,20967,29454,2.2,4.6,12.2,17.8,2.2,4.6,10,13.2,4.54545454545454,2.8695652173913,"Zfp748"
"3452",0.0131200330650824,0.0075100629872647,30829,26491,3.4,14.4,16.8,70.3,3.4,14.4,13.4,55.9,3.94117647058824,3.88194444444444,"LOC102551340"
"3458",0.0104311147542516,0.00196760842096119,29290,4272,1.8,0.6,6.2,1.8,1.8,0.6,4.4,1.2,2.44444444444444,2,"LOC501406"
"3460",0.00144859015138846,0.00331725080804746,8319,9147,5.6,15.4,7.3,45.3,5.6,15.4,1.7,29.9,0.303571428571429,1.94155844155844,"LOC120093155"
"3524",0.000387371460783313,0.00670038746557256,3344,24227,13.8,31,37.7,468.5,13.8,31,23.9,437.5,1.73188405797101,14.1129032258065,"-"
"3646",0.00374313710377141,0.00222394515826526,18049,5151,23,17.8,101.5,59.2,23,17.8,78.5,41.4,3.41304347826087,2.32584269662921,"Zbtb2"
"3656",0.0192015828350792,0.0063568243954592,31686,23088,20.2,30.4,450.7,1292.3,20.2,30.4,430.5,1261.9,21.3118811881188,41.5098684210526,"Zbtb2"
"3661",0.00604359554725164,0.00470443252068776,23921,15765,11,70.4,88,1289.3,11,70.4,77,1218.9,7,17.3139204545454,"Rmnd1"
"3697",0.0102062045612725,0.00213253983938049,29101,4873,5.4,3.8,27.3,12.7,5.4,3.8,21.9,8.9,4.05555555555556,2.34210526315789,"LOC120099108"
"3721",0.0060076457015688,0.00519229682114544,23869,18202,6.4,24.2,22.8,433.2,6.4,24.2,16.4,409,2.5625,16.900826446281,"Syne1"
"3723",0.00152136546906019,0.00493765230411014,8690,16933,102.6,289.6,408.8,23210.8,102.6,289.6,306.2,22921.2,2.98440545808967,79.1477900552486,"Syne1"
"3759",0.00316686604064267,0.0030068825368546,15618,7917,1.4,4,3.8,21.5,1.4,4,2.4,17.5,1.71428571428571,4.375,"Syne1"
"3799",0.00339637118827077,0.00178173461446965,16478,3743,1.2,0.6,2.7,1.8,1.2,0.6,1.5,1.2,1.25,2,"Syne1"
"3969",0.00667633340660299,0.00120075311175075,24827,2462,70.4,53.8,1615.3,1190.7,70.4,53.8,1544.9,1136.9,21.9446022727273,21.1319702602231,"Syne1"
"4060",0.00147288186579785,0.00681998916095744,8427,24602,1,6.6,5,40.8,1,6.6,4,34.2,4,5.18181818181818,"Syne1"
"4087",0.00457736553042546,0.000330689013534244,20469,913,7.8,10.2,25.7,85.2,7.8,10.2,17.9,75,2.29487179487179,7.35294117647059,"-"
"4090",0,0.000810697502520391,14,1746,0,3.2,0,27.2,0,3.2,0,24,NA,7.5,"-"
"4092",0.00713548040682199,0.00541573100427827,25534,19214,1.2,5.6,2.7,50.3,1.2,5.6,1.5,44.7,1.25,7.98214285714286,"Mtrf1l"
"4096",0.0101035466460467,0.00399291442512203,29029,12092,6,7.6,18.5,136.3,6,7.6,12.5,128.7,2.08333333333333,16.9342105263158,"Mtrf1l"
"4097",0.0097393861257425,0.000606821070331573,28684,1396,5,8,26,21.5,5,8,21,13.5,4.2,1.6875,"Mtrf1l"
"4110",0.00181292277012111,0.00440907451772477,10042,14218,21.8,41.8,80.2,748.7,21.8,41.8,58.4,706.9,2.67889908256881,16.9114832535885,"Rgs17"
"4111",0.000892198860291463,0.00920366438821289,5445,29502,8,17,11.5,166,8,17,3.5,149,0.4375,8.76470588235294,"Rgs17"
"4117",0.00309148290019519,0.00320635525731169,15365,8719,12.6,33.4,25.8,191.3,12.6,33.4,13.2,157.9,1.04761904761905,4.72754491017964,"Rgs17"
"4121",0.00417256998898405,0.00425830695715234,19309,13450,1.4,1.4,3.8,3.8,1.4,1.4,2.4,2.4,1.71428571428571,1.71428571428571,"Rgs17"
"4123",0.00575575604363561,0.00777698438190019,23197,27083,46.2,37,492.7,907,46.2,37,446.5,870,9.66450216450216,23.5135135135135,"Rgs17"
"4124",0,0.00167965947405476,15,3493,0,5,0,34,0,5,0,29,NA,5.8,"Rgs17"
"4126",0.00259953224953372,0.00751448954416291,13424,26497,1.8,7.8,2.7,46.7,1.8,7.8,0.9,38.9,0.5,4.98717948717949,"Rgs17"
"4127",0.00623258679442245,0.00694231249026719,24212,24932,1,3.8,5,28.2,1,3.8,4,24.4,4,6.42105263157895,"Rgs17"
"4175",0.00388586120739416,0.000456043280721314,18483,1148,2.8,4,7.2,3,2.8,4,4.4,0,1.57142857142857,-0.25,"-"
"4189",0.00226357045505138,0.0057859717657035,12021,20829,8.8,24.2,32.7,846.7,8.8,24.2,23.9,822.5,2.71590909090909,33.9876033057851,"-"
"4211",0.00268677394100446,0.0057106623045122,13854,20522,106.2,164.6,1737.2,8899.3,106.2,164.6,1631,8734.7,15.3578154425612,53.0662211421628,"Ipcef1"
"4233",0,0.00248376441793731,16,6024,0,3.2,0,16.7,0,3.2,0,13.5,NA,4.21875,"Cnksr3"
"4236",0.0124867920581429,0.00583734888989537,30588,21038,6.8,36.2,130.7,560.2,6.8,36.2,123.9,524,18.2205882352941,14.475138121547,"Cnksr3"
"4256",0.00420708422821977,0.00228432263618337,19419,5310,3.6,0.8,14.3,3.2,3.6,0.8,10.7,2.4,2.97222222222222,3,"Cnksr3"
"4263",0.00142581620723974,0.0104429917523032,8003,30679,0.6,7.2,1.8,69.2,0.6,7.2,1.2,62,2,8.61111111111111,"RGD1560234"
"4276",0.0159518826825674,0.0047916514370765,31478,16226,7,4,43.5,7,7,4,36.5,3,5.21428571428571,0.75,"Scaf8"
"4279",0.00696102832323499,0.0075260752943023,25199,26516,0.8,3.4,3.2,16.8,0.8,3.4,2.4,13.4,3,3.94117647058824,"Scaf8"
"4283",0.0108448950348987,0.00856531482762984,29610,28561,5.8,4,42.7,15.5,5.8,4,36.9,11.5,6.36206896551724,2.875,"-"
"4291",0.00513479739463775,0.00035698300555427,21974,955,4.4,2.8,20.3,7.7,4.4,2.8,15.9,4.9,3.61363636363636,1.75,"Tiam2"
"4294",0.000759485804096295,0.0050717095564735,4941,17611,11.2,33.8,67.2,401.2,11.2,33.8,56,367.4,5,10.8698224852071,"Tfb1m"
"4303",0.00402109614004005,0.00675232140697315,18916,24392,3.6,8.6,14.3,50.8,3.6,8.6,10.7,42.2,2.97222222222222,4.90697674418605,"Tfb1m"
"4318",0.0054063152747135,0.0025009807198659,22526,6059,5.6,1.2,27.8,7.2,5.6,1.2,22.2,6,3.96428571428571,5,"-"
"4319",0,0.00388515064849684,17,11573,0,13,0,113.5,0,13,0,100.5,NA,7.73076923076923,"-"
"4363",0,0.00503508480878342,18,17421,0,5.2,0,17.7,0,5.2,0,12.5,NA,2.40384615384615,"-"
"4371",0.00407286554431341,0.00964607331139355,19038,29993,6.2,12.8,32.2,152.2,6.2,12.8,26,139.4,4.19354838709677,10.890625,"-"
"4378",0.000240766654864927,0.00433003637429694,2768,13833,21.8,52.2,84.2,624.7,21.8,52.2,62.4,572.5,2.86238532110092,10.9674329501916,"Tmem242"
"4387",0.00146942853479491,0.00448910420919272,8407,14684,7.4,18.6,21.3,257.3,7.4,18.6,13.9,238.7,1.87837837837838,12.8333333333333,"LOC120099115"
"4389",0.00993935756842699,0.00527988287805403,28831,18612,1.6,7,4.8,69.5,1.6,7,3.2,62.5,2,8.92857142857143,"LOC120099115"
"4420",0.00225679421925328,0.00421133012378682,11898,13227,1.8,7,2.7,99,1.8,7,0.9,92,0.5,13.1428571428571,"-"
"4428",0.00696102832323499,0.00663728903487366,25200,24040,0.8,8,3.2,96.5,0.8,8,2.4,88.5,3,11.0625,"Synj2"
