"feature_id","gene_symbol","R2_1","R2_2","R2_3","R2_4","R2_5","ZT8_1","ZT8_2","ZT8_3","ZT8_4","ZT8_5"
"40841","Zfp84",0,4,0,0,10,0,3,4,7,0
"350943","Ivd",11,10,11,4,12,4,23,29,8,10
"558355","Fam104b",28,17,11,17,17,20,21,29,40,16
"222505","LOC102552000",10,4,4,5,7,7,11,3,5,8
"284929","Glrx",91,77,29,66,75,51,90,80,90,56
"119969","Taf6",93,46,97,30,65,39,65,93,58,49
"3721","Syne1",9,20,9,5,6,13,14,9,12,12
"261190","Cdh13",10,7,4,6,7,5,15,6,3,10
"321535","Nacc2",85,71,45,51,48,61,59,73,96,49
"503803","Ntm",470,335,196,313,207,383,446,405,421,384
"576709","Zfp280c",3,0,0,3,0,4,3,12,9,3
"469736","Oaz1",104,44,39,56,82,39,80,122,84,48
"508985","Rplp1",1222,1296,945,627,720,767,964,1567,1027,838
"197738","Spock3",0,0,0,0,0,0,0,44,5,0
"18921","Arhgef17",112,50,66,45,99,45,99,74,81,53
"195168","-",7,8,5,3,12,9,14,78,21,12
"146294","Lmod1",0,0,0,0,0,0,3,5,8,0
"309424","Fkbp5",6,5,8,3,0,5,0,0,0,3
"494161","Emc2",0,0,0,0,0,0,4,3,8,0
"348090","Harbi1",0,0,0,0,0,0,4,3,9,0
"529042","Col6a5",0,0,0,0,0,0,4,0,5,0
"82098","Pdxdc1",0,0,0,0,0,3,0,4,0,3
"496070","Zfp41",0,0,0,0,0,0,3,3,7,0
