"feature_id","gene_symbol","rank","baseMean","dispGeneEst","iod_local_amplitude","cv2_local_amplitude","local_window_left_rank","local_window_right_rank","local_window_n"
"523232","-",1,25.8829224250571,10,0.286541024493999,0.120173280158269,1,78,78
"116600","Abcc5",2,24.9849109433954,10,0.30605333848689,0.12158106435345,1,79,79
"322426","Uck1",3,33.0746968909361,5.2718913417952,0.322506202090153,0.123449197571972,1,80,80
"417259","Padi2",4,25.8722032920178,5.36766283401119,0.33616727584922,0.124658898994312,1,81,81
"49031","Tenm4",5,23.0975448508917,4.92339513278117,0.350026216579863,0.125727411239495,1,82,82
"315962","Ppard",6,22.9767236319245,4.57568167917071,0.360737246941426,0.125738940318115,1,83,83
"157980","Anapc4",7,48.7348912101831,2.87895771624931,0.369094699231937,0.124724352772319,1,84,84
"22463","Cox6a2",8,19.5553044167169,4.38849819363179,0.372148967386238,0.124147721004192,1,85,85
"532248","Dpp9",9,17.635794536014,4.56217177916846,0.378799079200689,0.125267740077106,1,86,86
"431520","Faf1",10,18.5638320878234,5.06502406665107,0.381266736319958,0.154595779998999,1,87,87
"80920","Rbfox3",11,44.0884012681975,2.64820759852599,0.387048624010276,0.150322758050606,1,88,88
"258201","Gab1",12,33.7270156386137,2.38470682145388,0.393439664245307,0.14857715915241,1,89,89
"157795","-",13,38.8831057897126,8.20566851901195,0.358760943085144,0.101272102891016,1,90,90
"391876","Serbp1",14,16.9601956185285,4.39470762661731,0.362577707592209,0.101667216525129,1,91,91
"132931","-",15,16.2454348085629,4.36454554003437,0.367265880659033,0.10452959091981,1,92,92
"494885","-",16,19.9713803784393,5.88551495028079,0.370653477744781,0.106918952030355,1,93,93
"350700","Spred1",17,28.4552689010081,2.31580339119426,0.378075600341617,0.10880734708644,1,94,94
"60409","Zfyve27",18,15.1109357454614,4.38527727511332,0.377126350253093,0.110001848534012,1,95,95
"482689","Shisal1",19,16.6806192926993,5.01063538145214,0.38393231577902,0.112331119598821,1,96,96
"331759","Meis2",20,52.8793413469821,2.16797330511095,0.380577647907558,0.112524194332764,1,97,97
