"feature_id","gene_symbol","rank","baseMean","dispGeneEst","iod_local_amplitude","cv2_local_amplitude","local_window_left_rank","local_window_right_rank","local_window_n"
"157795","-",1,104.001183561597,6.09747880149874,0.31930708416894,0.0900743714782948,1,78,78
"133139","LOC102547127",2,77.9711684312922,2.88364864363288,0.321791524545915,0.0898386312283037,1,79,79
"32631","LOC365050",3,83.5851409097663,2.56623372198095,0.355589592059914,0.0889889583190779,1,80,80
"534198","-",4,36.3725644351864,4.97966319297556,0.352199133450995,0.0881361994179315,1,81,81
"135069","Atp2b4",5,29.1257740290555,4.56836238676484,0.34881122902425,0.0881401934366295,1,82,82
"37466","-",6,17.0865849247357,10,0.359204635778951,0.0881572528105607,1,83,83
"120304","Ywhag",7,31.9839866767522,4.89274893791686,0.37391654291423,0.0885859732243262,1,84,84
"191103","Pcdh9",8,22.9717879504104,4.34644479969274,0.380585823389993,0.0888914475672209,1,85,85
"248384","-",9,26.4928075961334,5.13735957467796,0.392449915087127,0.0897217803003514,1,86,86
"257893","Prkaca",10,22.5860490616864,4.44215222458653,0.402048081790781,0.0904751388770819,1,87,87
"71209","Vamp2",11,81.0813855838298,7.93608900119659,0.336204764782451,0.0977930648382141,1,88,88
"3656","Zbtb2",12,12.1226680364846,10,0.340008543791555,0.107612336716556,1,89,89
"424073","LOC688867",13,28.5101851966385,4.93169663504984,0.367513063547449,0.136455218311312,1,90,90
"56517","LOC689961",14,48.9161064549916,6.11072109190579,0.382672338379052,0.132696659537032,1,91,91
"416922","-",15,35.7065882410997,2.37956301891204,0.364482866810249,0.0964166094051961,1,92,92
"172745","Usp34",16,19.1722829558282,4.03705141052538,0.334767028510214,0.0978069602422806,1,93,93
"242641","Srp19",17,18.9223624059487,4.06381126927748,0.327799498165405,0.0924451283608505,1,94,94
"129813","Tctn1",18,19.0493453498604,4.06367467585757,0.345990188635369,0.0967957720484947,1,95,95
"22582","Plpp4",19,19.1422493876428,4.05480979838729,0.357499672162703,0.110606503009649,1,96,96
"85211","Cyfip2",20,19.5800890582677,4.16556864451911,0.372436870628007,0.109208249443554,1,97,97
"313448","Gja1",21,43.2176003068052,2.08478073413055,0.386056345679208,0.108342370493119,1,98,98
"499613","LOC120093719",22,15.1040620953314,5.75450265551297,0.397157435951158,0.141974774631308,1,99,99
"457865","-",23,34.5176778273521,2.51177440542686,0.384296331135374,0.10079669675298,1,100,100
"104836","Lsamp",24,15.6444859501682,5.78967769254035,0.324298553264271,0.0956296612214373,1,101,101
"372804","Alms1",25,9.91098655540821,10,0.334874007660346,0.0961863448869735,1,102,102
"83253","Paqr4",26,52.2434721888688,2.04611245408737,0.349807438689822,0.0967153232038527,1,103,103
"56594","Otub1",27,53.398503900135,2.23159310655772,0.364653941830511,0.0972714148834939,1,104,104
"92285","Usp32",28,20.4854302129129,4.49717334151604,0.35630306785788,0.094702925015099,1,105,105
"426214","-",29,9.52743705215127,10,0.365211509292749,0.0953915531686107,1,106,106
"544520","Ranbp3",30,10.8171668770704,10,0.370332705935652,0.0958412745376336,1,107,107
"125388","Gpr12",31,37.8169128091867,1.78194852024689,0.369454165381285,0.096040405472877,1,108,108
"481991","Rpl26-ps1",32,18.6387041520793,4.17000535176586,0.379835274311517,0.0967018602684675,1,109,109
"71208","Vamp2",33,41.1008815446758,1.9620152673424,0.349042009789628,0.0980787731561783,1,110,110
"354681","Macrod2",34,17.1444934144732,5.76208887369882,0.362534708110616,0.0985882752123644,1,111,111
"329429","Mdk",35,165.82519635926,10,0.354883843889183,0.0966617374273255,1,112,112
"212124","Arhgef10",36,9.03957656253307,10,0.371773148583998,0.0986000098394584,1,113,113
"3039","Lrrc14b",37,55.830513800917,1.71749409321369,0.385479864156878,0.0991080711703489,1,114,114
"435218","-",38,14.9465051283611,3.8030944014592,0.400946182180633,0.101328365217114,1,115,115
"359327","-",39,18.3337138278863,4.95728501019896,0.385601287717691,0.0992078804872563,1,116,116
"541696","Ncl",40,33.5126626474799,2.08810409918777,0.38144298462521,0.0991392094389312,1,117,117
"220852","Nmt2",41,13.7893091310734,3.79759382232909,0.373110282789639,0.0973695820683815,1,118,118
"209715","-",42,14.0332707191297,3.66821542995068,0.383415566141593,0.0980103055105985,1,119,119
"28553","LOC120100022",43,14.3285677011581,3.99348913675286,0.404575907556136,0.100154307346202,1,120,120
"576013","Slc25a5",44,12.7185289703196,5.19849910306452,0.395590123740476,0.102011920061386,1,121,121
"539179","-",45,33.5580970944704,1.82433278555783,0.413704043002326,0.120552875152498,1,122,122
