"feature_id","gene_symbol","rank","baseMean","dispGeneEst","iod_local_amplitude","cv2_local_amplitude","local_window_left_rank","local_window_right_rank","local_window_n"
"90347","Ywhae",1,225.641562499405,7.45277822013633,0.736648383790452,0.143407847224353,1,76,76
"77636","Dusp3",2,86.0807060790579,10,0.743771594279679,0.122874228881074,1,77,77
"435351","Man1c1",3,609.35070096808,3.84123827949525,0.726795594659052,0.137194875065234,1,78,78
"49798","Pgm2l1",4,37.0569831616713,10,0.730514668081014,0.120759057740202,1,79,79
"25174","Snx32",5,808.997252678983,2.35094174099298,0.689201466091617,0.124009322519328,1,80,80
"279714","Prpf38b",6,115.877208630668,3.02774611173137,0.658636892476352,0.125480863001144,1,81,81
"426214","-",7,31.3305467912479,5.46915990536927,0.632053905679641,0.0806767367862449,1,82,82
"450194","Setd3",8,107.617307094679,3.98509780112156,0.619285392411257,0.0719279022769115,1,83,83
"527263","-",9,86.9219037627109,2.78225837049358,0.645671901242167,0.0723481400455057,1,84,84
"125852","Fscn1",10,100.089294956769,2.66356790630023,0.6603035801636,0.0778077813315576,1,85,85
"359590","-",11,43.0191241959914,2.94668080577457,0.64526198688327,0.0730008962791544,1,86,86
"73573","Psmd11",12,26.8977425979332,5.05746883917961,0.636751349924452,0.0732452149859455,1,87,87
"18054","Dlg2",13,49.4606941961152,2.78187862810554,0.593824654777563,0.0711916100526651,1,88,88
"546051","Hsp90ab1",14,15.2802248607822,10,0.587252857236308,0.0748867300580969,1,89,89
"386531","LOC120102252",15,30.8210545417707,6.3006556495946,0.609642998686468,0.0743010293181214,1,90,90
"506428","Rnf214",16,16.5873012641097,10,0.624603482941893,0.0730330493934161,1,91,91
"417259","Padi2",17,25.0156833362186,6.63577743096393,0.56751620657451,0.0690055777931775,1,92,92
"247243","Ldlrad4",18,14.6854254546386,10,0.562811166320898,0.0741346797158258,1,93,93
"463187","Rbm25",19,14.1280913130682,10,0.571458896360127,0.0678210121623124,1,94,94
"261879","Tcf25",20,34.8495611981033,2.7557522748662,0.593387788641849,0.0661170458060951,1,95,95
"410853","-",21,42.7260523758894,3.29741954695075,0.585916128376994,0.069047682949531,1,96,96
"472507","-",22,27.212124150638,2.60234833325012,0.611526455380954,0.089474124754247,1,97,97
"415650","Taf12",23,15.5098440059086,5.13049969413518,0.614061973217758,0.113498547971631,1,98,98
"435219","-",24,17.2188573067664,4.63069214280124,0.630864883816685,0.10145882104365,1,99,99
"140286","LOC100910850",25,22.5913266881686,4.79339903984326,0.625943042596191,0.120206840232527,1,100,100
"324904","Zeb2",26,24.4009615367732,4.8393529190122,0.586515568254981,0.0990012577002517,1,101,101
"435225","Dhdds",27,73.7345917016465,2.33710781050398,0.579273749372078,0.072337149973464,1,102,102
"313448","Gja1",28,50.4218204033213,2.82996944387831,0.595869300137565,0.0721990141814786,1,103,103
"241222","Mapre2",29,30.0356654485577,2.72201140529493,0.59325335754329,0.0743923717359394,1,104,104
"572051","-",30,15.8823225704094,4.60163965357711,0.601472815531451,0.0736929650486218,1,105,105
"174560","-",31,15.5836512110826,4.74604041552651,0.607763554169651,0.0778871354616513,1,106,106
"398573","Atn1",32,11.6314160974535,10,0.617767856925639,0.0757385567517304,1,107,107
"191991","LOC102556470",33,23.0321988207434,5.42100299466318,0.62559715291718,0.0897416165749974,1,108,108
"92007","Taf15",34,26.84924074484,2.32007901932854,0.614834549525767,0.0741436605280796,1,109,109
"546046","Hsp90ab1",35,14.3320608200693,10,0.604104551041019,0.0767945372945178,1,110,110
"416922","-",36,15.6215621778131,10,0.598932411510759,0.073829848243804,1,111,111
"576849","LOC102550607",37,268.410327406252,2.89931234067995,0.618206710576487,0.0747351772099591,1,112,112
"355829","Xrn2",38,10.6971286169608,10,0.618607261721991,0.0877939416062645,1,113,113
"157795","-",39,27.6772677912127,10,0.613653386930309,0.0934952229659984,1,114,114
"407076","Smc2",40,15.128948194828,4.73144637614394,0.631478969129603,0.107438143915559,1,115,115
"95319","Nsf",41,10.8187706240887,10,0.634028180311361,0.0939370258389545,1,116,116
"433694","Stk40",42,18.2985792458742,4.79997296935994,0.642237180289158,0.087311881950086,1,117,117
"300061","Mef2d",43,36.0424347141308,1.966190776776,0.632377440022537,0.100348774433826,1,118,118
"131735","Fbrsl1",44,28.8250419570117,1.9899657060104,0.643324183636651,0.111606996202156,1,119,119
"508551","Loxl1",45,14.6778251119378,4.37403534294531,0.64872952571568,0.101261887457611,1,120,120
"415098","Ak2",46,13.3226100689289,4.41577366795089,0.651435000003403,0.114711132787963,1,121,121
"71208","Vamp2",47,37.7741390247101,2.83948825829026,0.661651055439506,0.12750224662085,1,122,122
"329996","-",48,44.8847744386415,2.15779034264373,0.666154547550832,0.11817120282868,1,123,123
"246991","Chmp1b",49,44.4970684376381,2.15224243442242,0.643519259187087,0.130948825277073,1,124,124
"485480","Cbx5",50,9.68236287927666,10,0.64734772283191,0.122015620358184,1,125,125
"102677","Tomm70",51,21.452942055047,4.72438150850829,0.629106568689167,0.0880600732423318,1,126,126
"178462","Nefm",52,62.0470059888155,4.05173967633944,0.612085423421377,0.0828294212772107,1,127,127
"386526","LOC120102252",53,26.9442462189287,5.22236238034963,0.613529174110226,0.0829640133788416,1,128,128
"343726","Prpf40a",54,41.1524352853114,2.49431755882205,0.595281586245619,0.0832322901228508,1,129,129
"386547","LOC120102252",55,9.06998842754945,10,0.586375750241132,0.082961957810312,1,130,130
"570308","-",56,25.5981892151694,2.93250153362048,0.592268484822853,0.0827682640585863,1,131,131
"540830","Scg2",57,13.0032449550706,10,0.597354515532061,0.0827693921951322,1,132,132
"373019","Aak1",58,38.6660649386879,2.78917336953094,0.586716456322392,0.0840532955303388,1,133,133
"9568","Yif1b",59,18.9528588818676,2.14123760777708,0.594267272164871,0.0825620507707754,1,134,134
"135666","Tnni1",60,8.9247577160686,10,0.5777138909516,0.0849214167358241,1,135,135
"76151","Ppp1r9b",61,52.518897434098,2.27794897037968,0.563569754563105,0.0903111854198642,1,136,136
"143545","-",62,12.1294918757411,4.29708717539426,0.527935713317675,0.0853292993316472,1,137,137
"5845","Lix1",63,16.4004526109464,2.65942455190615,0.528724831777254,0.0841213306016471,1,138,138
"333145","Myef2",64,31.2154304098019,1.78510137905763,0.53187412184252,0.0877533482031367,1,139,139
"38221","Peg3",65,17.1860152107026,5.49058869629298,0.535756591297286,0.0869420547885511,1,140,140
"329429","Mdk",66,87.7156063703429,7.96071003066566,0.522631165099483,0.0910664759083488,1,141,141
"503669","Jam3",67,25.1686294052926,2.29187084410101,0.504949468545419,0.0948487371134661,1,142,142
"321363","Paxx",68,23.274686152328,1.86542775184358,0.507278865725311,0.111144889032616,1,143,143
"55979","Sptbn2",69,11.6705822106204,4.21510184940407,0.509905323159728,0.101965746880722,1,144,144
"336132","-",70,24.8874908333561,2.1775615056378,0.518989149484696,0.0969597194581411,1,145,145
"89852","-",71,10.818289258694,4.40741597345675,0.524803047380374,0.093010944484945,1,146,146
"15735","Lrrc28",72,12.7405579445684,4.11701105817924,0.53861540870912,0.105994646636553,1,147,147
"158460","Cd38",73,19.7470634568788,1.89097186437934,0.553086957111191,0.11716076377445,1,148,148
"259229","Wwp2",74,14.0923282618368,5.55064318909543,0.543466212602652,0.134257765595635,1,149,149
"157130","-",75,23.3401992423572,2.15199749625009,0.540504531258193,0.141771780231011,1,150,150
"83253","Paqr4",76,22.4942993416684,2.24497843907995,0.555278723997617,0.154380272449316,1,151,151
"175354","Gpr137c",77,10.5295318123239,4.41740829625309,0.514964292134209,0.132907742082239,2,152,151
"241836","-",78,31.6054144416185,2.31184536310204,0.485957516889357,0.103673181613203,3,153,151
"355309","Kat14",79,11.8982462675198,4.100023435279,0.418856966381554,0.0979067622069465,4,154,151
"541696","Ncl",80,42.1741372651143,2.86876145397073,0.411621269538045,0.0789259762302663,5,155,151
"510799","Tmod2",81,36.1592190231994,2.92718440317471,0.343847013400364,0.083190291463211,6,156,151
"315620","Pfdn6",82,10.3927906337789,10,0.329661520362606,0.0906094329800453,7,157,151
"452174","Nrxn1",83,8.18472759844424,10,0.329111273264061,0.0971989092688545,8,158,151
"56852","Ubxn1",84,18.3712364078444,1.93324915894299,0.295231403107664,0.093252358385314,9,159,151
"251492","Dnase2",85,17.2231733128698,2.46341800244898,0.291426225378018,0.114099608456343,10,160,151
"326820","Csrnp3",86,7.80592501684021,10,0.276671845833761,0.144995164106149,11,161,151
"39274","Pnma8b",87,15.6097569255955,4.43495342666778,0.285730722309438,0.153754280402836,12,162,151
"340606","Olfm1",88,72.6859831329423,2.09721889291277,0.249330597311086,0.136359622487589,13,163,151
"350149","Ccdc34",89,7.37023288239769,10,0.245573040725787,0.16928366620391,14,164,151
"52693","Rbbp6",90,9.01695612839248,4.1992730077507,0.248354376380661,0.143990819029113,15,165,151
"36804","Qk",91,10.9396357828524,3.8482296828106,0.245640975197404,0.133540378648831,16,166,151
"326798","Scn2a",92,97.0041518282148,2.25976935243965,0.244725213531098,0.108989176799582,17,167,151
"466764","RGD1566401",93,7.2897546252063,10,0.24513490031012,0.0971619084861004,18,168,151
"321973","Trub2",94,29.8800544262596,1.77752791438014,0.235311567093163,0.0861213987882934,19,169,151
"282618","-",95,17.0525105849187,2.18114714693893,0.232214268135294,0.0821371158774582,20,170,151
"200961","Tacc1",96,31.7709860404532,2.26537997377531,0.245317553752614,0.0893275247789802,21,171,151
"443456","Dock4",97,17.1942322719084,1.85225286718021,0.238539631668829,0.107741156959321,22,172,151
"377134","B4galnt3",98,28.8297035475307,1.83228930285328,0.260917173251528,0.115664742031072,23,173,151
"93980","Osbpl7",99,8.63815354678845,4.1788935539786,0.253958345641763,0.122462715353322,24,174,151
"217484","Trnaa-agc",100,29.8066130841774,2.00246004946305,0.242054327319295,0.0905056381311056,25,175,151
"449870","Ddx24",101,27.427243957489,5.29103097207846,0.257555968709994,0.102071752282086,26,176,151
"384549","Phf14",102,6.97570449789173,9.95129790294251,0.271206805889506,0.114572804329214,27,177,151
"572826","Pbdc1",103,9.52727162957519,3.93231794706664,0.266256969437563,0.138793519082128,28,178,151
"179917","Calm-ps2",104,24.9480764196923,2.37727590918419,0.249860005657752,0.158786813788083,29,179,151
"297497","-",105,11.4418428292201,3.8708427988929,0.254249594187968,0.187692850292024,30,180,151
"78329","Mapt",106,18.3882073763141,2.46158325512262,0.25808877039276,0.176662220452727,31,181,151
"544130","Adcyap1",107,9.96831385849947,3.9967342288646,0.280142126593091,0.169227911202597,32,182,151
"128394","Psph",108,20.8965889489628,1.95252749105504,0.292963914158008,0.160204273570344,33,183,151
"62434","-",109,6.74213262776855,9.83196075920855,0.295238456206334,0.168611093691652,34,184,151
"78938","Bptf",110,6.74999552921951,10,0.313284805676176,0.200642652075203,35,185,151
"111042","Grik1",111,30.9802938189423,1.90047297678742,0.323332267430487,0.189353122344073,36,186,151
"304466","Abca4",112,15.683999255936,1.87558356016831,0.322836336587443,0.170562992868781,37,187,151
"275320","-",113,27.5413771476318,1.73446476800421,0.268047632405796,0.193885518614479,38,188,151
"424073","LOC688867",114,19.6100325220343,2.81467549583354,0.247698402098422,0.15289014371001,39,189,151
"1579","-",115,13.1991895546535,2.15181910269545,0.215033891709254,0.115469492319789,40,190,151
